id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag
111967521,14000,14000,14000.0,60,0.1602,340.61,C,C5,stylist,10+ years,RENT,51000.0,Not Verified,2017-07-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111967521,debt_consolidation,Debt consolidation,953xx,CA,17.13,0,1995-03-01,670,674,1,38,-1,8,0,8450,0.612,13,w,0.0,0.0,9037.58,9037.58,3900.64,3648.85,0.0,1488.09,267.8562,2019-05-01,340.61,,2019-11-01,599,595,0,70,1,Individual,5692.51,-1.0,,0,0,28392,1,1,1,1,10,19942,90,1,1,1914,79,13800,0,1,1,2,3549,389,86.1,0,0,63,267,6,6,0,36,-1,6,38,1,2,7,2,3,2,7,11,7,8,0,0,0,2,76.9,100.0,0,0,35926,28392,2800,22126,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
106477647,15000,15000,15000.0,36,0.17989999,542.22,D,D2,Assistant Manager,10+ years,RENT,70000.0,Source Verified,2017-04-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=106477647,credit_card,Credit card refinancing,331xx,FL,14.08,0,2002-06-01,665,669,1,-1,78,15,1,9542,0.25,27,w,0.0,0.0,5518.05,5518.05,2323.86,1441.7,0.0,1752.49,315.4482,2017-11-01,542.22,,2018-05-01,539,535,0,-1,1,Individual,5692.51,-1.0,,0,0,21645,1,1,1,3,4,12103,81,1,5,2526,41,38100,4,0,5,8,1443,26034,25.4,0,0,129,178,11,4,2,14,-1,2,-1,0,8,9,11,15,5,14,20,9,15,0,0,0,2,100.0,9.1,1,0,53100,21645,34900,15000,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
76011951,9000,9000,9000.0,36,0.1075,293.59,B,B4,Outpatient clinician,< 1 year,RENT,47000.0,Source Verified,2016-03-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76011951,debt_consolidation,Debt consolidation,068xx,CT,12.82,0,1984-10-01,700,704,0,53,-1,16,0,9334,0.415,45,w,0.0,0.0,10558.24,10558.24,9000.0,1558.24,0.0,0.0,0.0,2019-04-01,293.34,,2020-05-01,649,645,0,54,1,Individual,5692.51,-1.0,,0,0,113686,7,2,1,2,2,104352,37,6,12,3196,41,22500,0,0,0,14,8745,8576,40.4,0,0,136,377,2,2,0,2,-1,15,53,2,4,9,6,9,23,13,21,9,16,0,0,0,7,93.0,0.0,0,0,132951,113686,14400,110451,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
170699082,35000,35000,35000.0,36,0.108100004,1142.71,A,A5,Driver,10+ years,MORTGAGE,130000.0,Source Verified,2020-09-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=170699082,credit_card,Credit card refinancing,980xx,WA,18.29,0,1997-05-01,670,674,0,56,114,5,1,31250,0.893,14,w,34172.58,34172.58,1121.69,1121.69,827.42,294.27,0.0,0.0,0.0,2020-10-01,1142.71,2020-11-01,2020-10-01,674,670,0,-1,1,Individual,5692.51,-1.0,,0,0,58106,0,2,0,0,36,26856,54,0,0,14337,68,35000,3,1,3,0,11621,3750,89.3,0,0,147,104,33,33,0,33,-1,2,59,0,3,3,3,4,6,3,7,3,5,0,0,0,0,85.7,100.0,1,0,85187,58106,35000,50187,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
110905181,22150,22150,22150.0,60,0.2,586.84,D,D4,Engineering Data Author III,10+ years,RENT,58000.0,Verified,2017-07-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=110905181,debt_consolidation,Debt consolidation,919xx,CA,32.4,0,1999-11-01,690,694,0,-1,111,14,1,17414,0.63,23,w,0.0,0.0,9340.22,9340.22,3953.89,5386.33,0.0,0.0,0.0,2018-11-01,586.84,,2019-10-01,499,0,0,-1,1,Individual,5692.51,-1.0,,0,0,49114,0,3,1,3,10,31700,77,0,4,5609,63,27600,1,1,1,7,4464,4800,88.0,0,0,157,211,14,10,0,14,-1,10,-1,0,4,8,4,4,9,8,14,6,11,-1,0,0,1,100.0,100.0,1,0,68916,49114,19200,41316,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
148098643,30000,30000,30000.0,36,0.08189999,942.73,A,A4,Head of Marketing Operations,2 years,RENT,80000.0,Source Verified,2019-03-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=148098643,credit_card,Credit card refinancing,331xx,FL,21.51,0,2004-09-01,700,704,0,-1,-1,13,0,29265,0.624,15,w,19938.82,19938.82,12241.84,12241.84,10061.18,2180.66,0.0,0.0,0.0,2020-06-01,0.0,2020-08-01,2020-02-01,769,765,0,-1,1,Individual,5692.51,-1.0,,0,0,41518,0,3,0,0,33,12253,36,0,1,10276,51,46900,3,0,0,1,3460,11237,72.3,0,0,173,67,21,21,0,21,-1,15,-1,0,7,8,7,7,5,10,10,8,13,0,0,0,0,100.0,42.9,0,0,81416,41518,40500,34516,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,Y,CVD19SKIP,INCOMECURT,ACTIVE,2,0.0,2020-04-01,2020-07-01,2020-05-01,2,0,ACTIVE,272.16,19993.25,942.73,N
6836639,12000,12000,12000.0,36,0.066199996,368.45,A,A2,GKN Aerospace,10+ years,MORTGAGE,80000.0,Not Verified,2013-08-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=6836639,debt_consolidation,wells fargo pay-off loan,920xx,CA,21.76,0,1992-05-01,740,744,1,-1,-1,13,0,30800,0.42,32,f,0.0,0.0,13263.955,13263.95,12000.0,1263.95,0.0,0.0,0.0,2016-08-01,368.2,,2020-05-01,644,640,0,-1,1,Individual,5692.51,-1.0,,0,0,389635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73400,-1,-1,-1,7,29972,38951,43.4,0,0,143,259,5,5,2,5,-1,5,-1,0,7,8,7,15,9,9,19,8,13,0,0,0,3,100.0,14.3,0,0,463036,75869,68800,63129,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
107511058,20000,20000,20000.0,36,0.1274,671.38,C,C1,Equipment operator,< 1 year,OWN,70000.0,Source Verified,2017-05-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107511058,major_purchase,Major purchase,932xx,CA,24.64,0,2005-01-01,695,699,0,-1,95,5,1,4523,0.65599996,15,f,0.0,0.0,17132.06,17132.06,6640.48,3136.01,33.57,7322.0,1317.96,2018-12-01,400.0,,2020-04-01,639,635,0,-1,1,Individual,5692.51,-1.0,,0,0,61347,0,2,0,2,22,56824,77,1,1,2442,75,6900,1,2,1,3,12269,1537,71.0,0,0,144,148,11,11,0,44,-1,11,-1,0,2,3,2,2,9,3,6,3,5,0,0,0,1,100.0,50.0,1,0,81427,61347,5300,74527,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,Y
159659363,40000,40000,40000.0,60,0.16950001,993.03,C,C4,Plane Director,10+ years,MORTGAGE,180000.0,Verified,2019-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159659363,debt_consolidation,Debt consolidation,853xx,AZ,17.31,0,1997-02-01,735,739,0,-1,-1,15,0,61196,0.274,25,w,0.0,0.0,42001.67,42001.67,40000.0,2001.67,0.0,0.0,0.0,2020-01-01,40109.78,,2020-01-01,749,745,0,-1,1,Individual,5692.51,-1.0,,0,0,920054,1,1,1,2,6,38298,84,2,5,34237,45,136300,1,0,3,8,61337,48425,21.9,0,0,149,271,8,6,5,21,-1,5,-1,0,5,7,7,8,4,11,16,7,15,0,0,0,3,100.0,28.6,0,0,1034203,99494,95200,45696,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
20479557,3850,3850,3850.0,36,0.1449,132.51,C,C4,Teacher,< 1 year,RENT,45000.0,Verified,2014-07-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20479557,debt_consolidation,Debt consolidation,800xx,CO,3.89,0,2006-11-01,670,674,0,-1,83,12,1,3249,0.878,29,w,0.0,0.0,4155.77,4155.77,3850.0,305.77,0.0,0.0,0.0,2015-02-01,3360.71,,2019-07-01,654,650,0,-1,1,Individual,5692.51,-1.0,,0,0,72430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3700,-1,-1,-1,2,6036,53,96.9,0,0,91,70,10,10,0,15,-1,10,-1,0,2,3,2,3,25,3,4,3,12,0,0,0,1,100.0,100.0,1,0,68181,72430,1700,64481,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
133032379,7000,7000,7000.0,36,0.1261,234.55,C,C1,Internet Manager,6 years,MORTGAGE,55000.0,Not Verified,2018-05-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=133032379,debt_consolidation,Debt consolidation,294xx,SC,22.65,0,2005-10-01,690,694,0,33,-1,19,0,4976,0.16600001,34,w,2631.22,2631.22,5624.3,5624.3,4368.78,1255.52,0.0,0.0,0.0,2020-05-01,234.55,2020-06-01,2020-05-01,694,690,0,-1,1,Individual,5692.51,-1.0,,0,552,275092,3,2,1,2,3,36584,92,2,5,1827,60,29900,3,6,6,8,15283,16830,17.1,0,0,95,151,3,3,4,8,-1,3,-1,0,7,11,9,11,9,16,21,11,19,0,0,0,4,97.1,11.1,0,0,303143,41560,20300,39711,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
7053945,3000,3000,3000.0,36,0.1155,99.0,B,B3,,,RENT,11600.0,Verified,2013-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7053945,major_purchase,Major purchase,554xx,MN,23.59,0,2003-03-01,670,674,0,-1,96,6,1,8385,0.582,8,f,0.0,0.0,3542.33,3542.33,3000.0,542.33,0.0,0.0,0.0,2016-02-01,770.33,,2020-05-01,779,775,0,-1,1,Individual,5692.51,-1.0,,0,0,8385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14400,-1,-1,-1,0,1398,4827,60.1,0,0,128,80,37,37,0,37,-1,-1,-1,0,4,6,4,5,1,6,7,6,6,0,0,0,0,100.0,50.0,1,0,14400,8385,12100,0,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
63325083,35000,35000,35000.0,36,0.0999,1129.19,B,B3,Business System Manager,4 years,MORTGAGE,98500.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63325083,debt_consolidation,Debt consolidation,750xx,TX,20.02,0,1987-03-01,765,769,1,-1,-1,15,0,32491,0.304,35,f,0.0,0.0,40244.758,40244.76,35000.0,5244.76,0.0,0.0,0.0,2018-01-01,10924.67,,2019-03-01,789,785,0,-1,1,Individual,5692.51,-1.0,,0,0,59435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106800,-1,-1,-1,6,4953,63911,28.4,0,0,136,343,3,3,0,3,-1,5,-1,0,5,8,8,13,8,13,27,8,15,0,0,0,4,100.0,0.0,0,0,160648,59435,89200,53848,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
62589257,24000,24000,24000.0,36,0.1269,805.08,C,C2,Manager,10+ years,MORTGAGE,99700.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=62589257,debt_consolidation,Debt consolidation,601xx,IL,9.18,2,2002-08-01,680,684,2,20,-1,8,0,10688,0.554,30,w,0.0,0.0,28971.256,28971.26,24000.0,4971.26,0.0,0.0,0.0,2018-11-01,2.63,,2019-05-01,679,675,0,50,1,Individual,5692.51,-1.0,,0,297,211756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19300,-1,-1,-1,7,26470,2421,74.0,0,0,152,158,23,4,6,107,21,4,20,1,2,4,2,2,11,5,13,4,8,0,0,0,3,90.0,50.0,0,0,223839,25560,9300,18080,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
107289045,15000,15000,15000.0,36,0.1499,519.91,C,C4,Services Support Coordinator,5 years,RENT,48000.0,Verified,2017-05-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107289045,debt_consolidation,Debt consolidation,957xx,CA,18.3,0,2001-03-01,670,674,2,-1,-1,12,0,12159,0.637,17,w,0.0,0.0,6671.4,6671.4,4655.47,2015.93,0.0,0.0,0.0,2018-06-01,519.91,,2018-10-01,499,0,0,-1,1,Individual,5692.51,-1.0,,0,0,34523,1,1,1,1,7,22364,95,2,5,2330,81,19100,0,5,5,6,2877,1334,86.4,0,0,116,193,5,5,0,5,-1,1,-1,0,6,11,6,7,4,11,13,11,12,0,0,0,3,100.0,83.3,0,0,42694,34523,9800,23594,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
